sec,nanosec,parent_frame,child_frame,x,y,z,qx,qy,qz,qw
106,317000000,ground_truth,base_link_truth,9.171978174642863,14.448377206057753,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,317000000,ground_truth,base_link_truth,9.171978174642863,14.448377206057753,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,317000000,ground_truth,base_link_truth,9.171978174642863,14.448377206057753,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,351000000,ground_truth,base_link_truth,9.17633424311002,14.457421139753787,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,385000000,ground_truth,base_link_truth,9.180690311577177,14.466465073449822,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,419000000,ground_truth,base_link_truth,9.185174499705216,14.475775005195711,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,419000000,ground_truth,base_link_truth,9.185174499705216,14.475775005195711,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,419000000,ground_truth,base_link_truth,9.185174499705216,14.475775005195711,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,487000000,ground_truth,base_link_truth,9.19388663663953,14.49386287258778,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,487000000,ground_truth,base_link_truth,9.19388663663953,14.49386287258778,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,487000000,ground_truth,base_link_truth,9.19388663663953,14.49386287258778,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,521000000,ground_truth,base_link_truth,9.198114585445971,14.502640808233902,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,555000000,ground_truth,base_link_truth,9.202470653913128,14.511684741929937,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,589000000,ground_truth,base_link_truth,9.206826722380285,14.520728675625971,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
106,589000000,ground_truth,base_link_truth,9.206826722380285,14.520728675625971,0.49999999999999994,0.0,0.0,0.5320039750201968,0.8467418559175576
