sec,nanosec,parent_frame,child_frame,x,y,z,qx,qy,qz,qw
16,597000000,odom_slam,base_link_slam,-8.070069297979839e-07,-6.996780548920161e-06,1.1865354657653488e-05,0.00010837649414877323,5.063880977331378e-05,8.549994508069522e-05,0.9999999891900029
16,597000000,odom_slam,base_link_slam,-8.070069297979839e-07,-6.996780548920161e-06,1.1865354657653488e-05,0.00010837649414877323,5.063880977331378e-05,8.549994508069522e-05,0.9999999891900029
16,597000000,odom_slam,base_link_slam,-8.070069297979839e-07,-6.996780548920161e-06,1.1865354657653488e-05,0.00010837649414877323,5.063880977331378e-05,8.549994508069522e-05,0.9999999891900029
16,597000000,odom_slam,base_link_slam,-8.070069297979839e-07,-6.996780548920161e-06,1.1865354657653488e-05,0.00010837649414877323,5.063880977331378e-05,8.549994508069522e-05,0.9999999891900029
16,597000000,odom_slam,base_link_slam,-8.070069297979839e-07,-6.996780548920161e-06,1.1865354657653488e-05,0.00010837649414877323,5.063880977331378e-05,8.549994508069522e-05,0.9999999891900029
16,698000000,odom_slam,base_link_slam,-1.912026997867393e-06,-7.040290158983034e-06,1.1179597240064149e-05,0.00010805349991815902,2.0539381159048898e-06,8.093704240620577e-05,0.9999999908847088
16,698000000,odom_slam,base_link_slam,-1.912026997867393e-06,-7.040290158983034e-06,1.1179597240064149e-05,0.00010805349991815902,2.0539381159048898e-06,8.093704240620577e-05,0.9999999908847088
16,698000000,odom_slam,base_link_slam,-1.912026997867393e-06,-7.040290158983034e-06,1.1179597240064149e-05,0.00010805349991815902,2.0539381159048898e-06,8.093704240620577e-05,0.9999999908847088
16,797000000,odom_slam,base_link_slam,-1.9781934759406183e-06,-7.3013433816940135e-06,1.1130814852833466e-05,0.00010271101629239659,1.87798084764153e-06,7.681654659291277e-05,0.9999999917730692
16,797000000,odom_slam,base_link_slam,-1.9781934759406183e-06,-7.3013433816940135e-06,1.1130814852833466e-05,0.00010271101629239659,1.87798084764153e-06,7.681654659291277e-05,0.9999999917730692
16,797000000,odom_slam,base_link_slam,-1.9781934759406183e-06,-7.3013433816940135e-06,1.1130814852833466e-05,0.00010271101629239659,1.87798084764153e-06,7.681654659291277e-05,0.9999999917730692
16,797000000,odom_slam,base_link_slam,-1.9781934759406183e-06,-7.3013433816940135e-06,1.1130814852833466e-05,0.00010271101629239659,1.87798084764153e-06,7.681654659291277e-05,0.9999999917730692
16,898000000,odom_slam,base_link_slam,-2.3018659200356812e-06,-6.72177497975415e-06,1.0413517531112065e-05,8.858891675471209e-05,-2.7196896348274496e-05,8.980148966637544e-05,0.9999999916740125
16,898000000,odom_slam,base_link_slam,-2.3018659200356812e-06,-6.72177497975415e-06,1.0413517531112065e-05,8.858891675471209e-05,-2.7196896348274496e-05,8.980148966637544e-05,0.9999999916740125
16,898000000,odom_slam,base_link_slam,-2.3018659200356812e-06,-6.72177497975415e-06,1.0413517531112065e-05,8.858891675471209e-05,-2.7196896348274496e-05,8.980148966637544e-05,0.9999999916740125
16,898000000,odom_slam,base_link_slam,-2.3018659200356812e-06,-6.72177497975415e-06,1.0413517531112065e-05,8.858891675471209e-05,-2.7196896348274496e-05,8.980148966637544e-05,0.9999999916740125
16,998000000,odom_slam,base_link_slam,-2.3190799444193733e-06,-6.736034608520071e-06,1.04190834459565e-05,0.00010073112843448903,-4.0139757252313294e-05,0.0001117974254899671,0.9999999878716875
16,998000000,odom_slam,base_link_slam,-2.3190799444193733e-06,-6.736034608520071e-06,1.04190834459565e-05,0.00010073112843448903,-4.0139757252313294e-05,0.0001117974254899671,0.9999999878716875
16,998000000,odom_slam,base_link_slam,-2.3190799444193733e-06,-6.736034608520071e-06,1.04190834459565e-05,0.00010073112843448903,-4.0139757252313294e-05,0.0001117974254899671,0.9999999878716875
16,998000000,odom_slam,base_link_slam,-2.3190799444193733e-06,-6.736034608520071e-06,1.04190834459565e-05,0.00010073112843448903,-4.0139757252313294e-05,0.0001117974254899671,0.9999999878716875
17,98000000,odom_slam,base_link_slam,-2.320007048624059e-06,-6.731869559781528e-06,1.0424801481412632e-05,0.00010861893870372059,-7.164553635550455e-05,0.00013005845587821653,0.9999999830768206
17,98000000,odom_slam,base_link_slam,-2.320007048624059e-06,-6.731869559781528e-06,1.0424801481412632e-05,0.00010861893870372059,-7.164553635550455e-05,0.00013005845587821653,0.9999999830768206
17,98000000,odom_slam,base_link_slam,-2.320007048624059e-06,-6.731869559781528e-06,1.0424801481412632e-05,0.00010861893870372059,-7.164553635550455e-05,0.00013005845587821653,0.9999999830768206
17,98000000,odom_slam,base_link_slam,-2.320007048624059e-06,-6.731869559781528e-06,1.0424801481412632e-05,0.00010861893870372059,-7.164553635550455e-05,0.00013005845587821653,0.9999999830768206
17,197000000,odom_slam,base_link_slam,-1.5907468437233022e-06,-7.056270363991206e-06,1.045966620123962e-05,7.357676536724784e-05,-0.00011530770941615749,0.00012146751687578482,0.9999999832681169
17,197000000,odom_slam,base_link_slam,-1.5907468437233022e-06,-7.056270363991206e-06,1.045966620123962e-05,7.357676536724784e-05,-0.00011530770941615749,0.00012146751687578482,0.9999999832681169
17,197000000,odom_slam,base_link_slam,-1.5907468437233022e-06,-7.056270363991206e-06,1.045966620123962e-05,7.357676536724784e-05,-0.00011530770941615749,0.00012146751687578482,0.9999999832681169
17,298000000,odom_slam,base_link_slam,-2.4279874044136264e-06,-6.13407295376562e-06,9.504674600436597e-06,5.0921271706558e-05,-0.00014926116876565757,0.00010704186308621587,0.9999999818350834
17,298000000,odom_slam,base_link_slam,-2.4279874044136264e-06,-6.13407295376562e-06,9.504674600436597e-06,5.0921271706558e-05,-0.00014926116876565757,0.00010704186308621587,0.9999999818350834
17,298000000,odom_slam,base_link_slam,-2.4279874044136264e-06,-6.13407295376562e-06,9.504674600436597e-06,5.0921271706558e-05,-0.00014926116876565757,0.00010704186308621587,0.9999999818350834
17,298000000,odom_slam,base_link_slam,-2.4279874044136264e-06,-6.13407295376562e-06,9.504674600436597e-06,5.0921271706558e-05,-0.00014926116876565757,0.00010704186308621587,0.9999999818350834
17,397000000,odom_slam,base_link_slam,-2.2415833137275316e-06,-7.679580419301318e-06,1.0993571419818738e-05,-4.932148404727945e-06,-0.00015260747075290123,0.00011284441534469212,0.9999999819763857
17,397000000,odom_slam,base_link_slam,-2.2415833137275316e-06,-7.679580419301318e-06,1.0993571419818738e-05,-4.932148404727945e-06,-0.00015260747075290123,0.00011284441534469212,0.9999999819763857
17,397000000,odom_slam,base_link_slam,-2.2415833137275316e-06,-7.679580419301318e-06,1.0993571419818738e-05,-4.932148404727945e-06,-0.00015260747075290123,0.00011284441534469212,0.9999999819763857
17,397000000,odom_slam,base_link_slam,-2.2415833137275316e-06,-7.679580419301318e-06,1.0993571419818738e-05,-4.932148404727945e-06,-0.00015260747075290123,0.00011284441534469212,0.9999999819763857
17,498000000,odom_slam,base_link_slam,-2.4522069222257727e-06,-6.152792912422344e-06,9.223926501745729e-06,-4.895836834568816e-05,-0.0001869527588217458,0.00011819421675702117,0.9999999743409353
17,498000000,odom_slam,base_link_slam,-2.4522069222257727e-06,-6.152792912422344e-06,9.223926501745729e-06,-4.895836834568816e-05,-0.0001869527588217458,0.00011819421675702117,0.9999999743409353
17,498000000,odom_slam,base_link_slam,-2.4522069222257727e-06,-6.152792912422344e-06,9.223926501745729e-06,-4.895836834568816e-05,-0.0001869527588217458,0.00011819421675702117,0.9999999743409353
17,498000000,odom_slam,base_link_slam,-2.4522069222257727e-06,-6.152792912422344e-06,9.223926501745729e-06,-4.895836834568816e-05,-0.0001869527588217458,0.00011819421675702117,0.9999999743409353
17,597000000,odom_slam,base_link_slam,-2.335280441174295e-06,-7.466157947556265e-06,1.0380891085679357e-05,-8.420414002324034e-05,-0.00019433872204088545,0.00013060852700298253,0.9999999690417678
17,597000000,odom_slam,base_link_slam,-2.335280441174295e-06,-7.466157947556265e-06,1.0380891085679357e-05,-8.420414002324034e-05,-0.00019433872204088545,0.00013060852700298253,0.9999999690417678
17,597000000,odom_slam,base_link_slam,-2.335280441174295e-06,-7.466157947556265e-06,1.0380891085679357e-05,-8.420414002324034e-05,-0.00019433872204088545,0.00013060852700298253,0.9999999690417678
17,597000000,odom_slam,base_link_slam,-2.335280441174295e-06,-7.466157947556265e-06,1.0380891085679357e-05,-8.420414002324034e-05,-0.00019433872204088545,0.00013060852700298253,0.9999999690417678
17,698000000,odom_slam,base_link_slam,-2.521775763813053e-06,-7.033417239054686e-06,9.560637053856441e-06,-0.00011796105501126448,-0.00022701216948178585,0.00013815429447311975,0.9999999577320268
17,698000000,odom_slam,base_link_slam,-2.521775763813053e-06,-7.033417239054686e-06,9.560637053856441e-06,-0.00011796105501126448,-0.00022701216948178585,0.00013815429447311975,0.9999999577320268
17,698000000,odom_slam,base_link_slam,-2.521775763813053e-06,-7.033417239054686e-06,9.560637053856441e-06,-0.00011796105501126448,-0.00022701216948178585,0.00013815429447311975,0.9999999577320268
17,698000000,odom_slam,base_link_slam,-2.521775763813053e-06,-7.033417239054686e-06,9.560637053856441e-06,-0.00011796105501126448,-0.00022701216948178585,0.00013815429447311975,0.9999999577320268
17,797000000,odom_slam,base_link_slam,-3.11844796896484e-06,-7.650286123177719e-06,1.0260417695908379e-05,-0.0001422069039496611,-0.00023851124162798968,0.00012642915200975155,0.9999999534526257
17,797000000,odom_slam,base_link_slam,-3.11844796896484e-06,-7.650286123177719e-06,1.0260417695908379e-05,-0.0001422069039496611,-0.00023851124162798968,0.00012642915200975155,0.9999999534526257
17,797000000,odom_slam,base_link_slam,-3.11844796896484e-06,-7.650286123177719e-06,1.0260417695908379e-05,-0.0001422069039496611,-0.00023851124162798968,0.00012642915200975155,0.9999999534526257
17,797000000,odom_slam,base_link_slam,-3.11844796896484e-06,-7.650286123177719e-06,1.0260417695908379e-05,-0.0001422069039496611,-0.00023851124162798968,0.00012642915200975155,0.9999999534526257
17,797000000,odom_slam,base_link_slam,-3.11844796896484e-06,-7.650286123177719e-06,1.0260417695908379e-05,-0.0001422069039496611,-0.00023851124162798968,0.00012642915200975155,0.9999999534526257
17,897000000,odom_slam,base_link_slam,-3.1321397279120646e-06,-7.649702230350188e-06,1.023606385590982e-05,-0.00015708965204719647,-0.00024481961408627355,0.0001403118122915099,0.9999999478493952
17,897000000,odom_slam,base_link_slam,-3.1321397279120646e-06,-7.649702230350188e-06,1.023606385590982e-05,-0.00015708965204719647,-0.00024481961408627355,0.0001403118122915099,0.9999999478493952
